collection,judge,pair,T,n_queries,judge_acc,rho,true_gap,se_human,se_ppi,ess_gain,theory_gain,lam_mean
dl2019,rr,glob_probe_vs_trunc,10,43,0.6994600431965443,0.6953073305102467,0.16462385113072317,0.06905365593451143,0.05201255629093852,1.7626129454172577,1.9359295738933409,0.639180538082069
dl2019,rr,glob_probe_vs_trunc,20,43,0.6994600431965443,0.6953073305102467,0.16462385113072317,0.04929112691832725,0.04206719304217202,1.3729364201360124,1.9359295738933409,0.6203565604040937
dl2019,rr,glob_probe_vs_trunc,30,43,0.6994600431965443,0.6953073305102467,0.16462385113072317,0.04028770935778474,0.03717410032049609,1.1745302797226735,1.9359295738933409,0.6227404324991879
dl2019,rr,glob_probe_vs_ad_probe,10,43,0.6994600431965443,0.43572082605541834,0.011185338536416066,0.01274991434477682,0.011138416241566215,1.3102906666074097,1.2343433395256482,0.37730769321415286
dl2019,rr,glob_probe_vs_ad_probe,20,43,0.6994600431965443,0.43572082605541834,0.011185338536416066,0.009239575022753464,0.008669175346515859,1.1359217566308584,1.2343433395256482,0.34998328882615953
dl2019,rr,glob_probe_vs_ad_probe,30,43,0.6994600431965443,0.43572082605541834,0.011185338536416066,0.007666208055663576,0.007424589500758134,1.0661450854501004,1.2343433395256482,0.36275020418213705
dl2019,rr,trunc_vs_ad_probe,10,43,0.6994600431965443,0.6785607187380179,-0.15343851259430707,0.06519321174831227,0.050248836243351365,1.683265949429197,1.853377967937938,0.5882349625441994
dl2019,rr,trunc_vs_ad_probe,20,43,0.6994600431965443,0.6785607187380179,-0.15343851259430707,0.04704682008543985,0.040461253089122746,1.3520161882941963,1.853377967937938,0.6029101963669204
dl2019,rr,trunc_vs_ad_probe,30,43,0.6994600431965443,0.6785607187380179,-0.15343851259430707,0.038320232397226615,0.035607298405960205,1.158185757877951,1.853377967937938,0.5858096302321236
dl2020,rr,glob_probe_vs_trunc,10,54,0.6614263130159845,0.2671390619824741,0.14287498738635793,0.07524591057548626,0.0693238608818096,1.1781492743628539,1.076847357830901,0.23058013529957994
dl2020,rr,glob_probe_vs_trunc,20,54,0.6614263130159845,0.2671390619824741,0.14287498738635793,0.05296885140909272,0.051030551104005444,1.0774089882750983,1.076847357830901,0.19983138665170463
dl2020,rr,glob_probe_vs_trunc,30,54,0.6614263130159845,0.2671390619824741,0.14287498738635793,0.043712358630198705,0.04276458237111727,1.0448164729011395,1.076847357830901,0.19814359183478372
dl2020,rr,glob_probe_vs_ad_probe,10,54,0.6614263130159845,0.005936953928263485,0.06083545547704475,0.05345770698411984,0.05152562388672393,1.0764011034097756,1.0000352486643709,0.16935928302173045
dl2020,rr,glob_probe_vs_ad_probe,20,54,0.6614263130159845,0.005936953928263485,0.06083545547704475,0.03743368684626131,0.03704513764739866,1.021087078060854,1.0000352486643709,0.09784419105730136
dl2020,rr,glob_probe_vs_ad_probe,30,54,0.6614263130159845,0.005936953928263485,0.06083545547704475,0.030973404437017477,0.03085961816760006,1.007388040022274,1.0000352486643709,0.07275631732434025
dl2020,rr,trunc_vs_ad_probe,10,54,0.6614263130159845,0.6291252482906118,-0.08203953190931322,0.04464699126471111,0.03373363112270891,1.7516938752997167,1.6550772038083368,0.381038317857887
dl2020,rr,trunc_vs_ad_probe,20,54,0.6614263130159845,0.6291252482906118,-0.08203953190931322,0.03269156539035995,0.02756596076241746,1.4064528131620082,1.6550772038083368,0.4183315983825312
dl2020,rr,trunc_vs_ad_probe,30,54,0.6614263130159845,0.6291252482906118,-0.08203953190931322,0.027399074023135905,0.0246446684257552,1.2360208947050777,1.6550772038083368,0.43737427410706065
