collection,judge,judge_acc,pair,involves_rr,rho,err_in,err_out,band_frac,bias_diff,true_gap,ess_gain,N,mu_a,mu_b
dl2019,llm,0.7474082073434125,glob_probe_vs_trunc,False,0.8457792202405803,0.2572592969943963,0.2513361655474853,0.21198704103671706,0.05235802460736431,0.1182329184026933,1.2011867929586462,43,0.44252618024852686,0.32429326184583346
dl2019,llm,0.7474082073434125,glob_probe_vs_ad_probe,False,0.7955499359324191,0.27397910731244063,0.24629577858540677,0.22742980561555076,0.03957491610853255,0.05882744199134651,1.1780478391912663,43,0.44252618024852686,0.38369873825718026
dl2019,llm,0.7474082073434125,glob_probe_vs_rr_thresh,True,0.08459688074372601,0.30050304474450623,0.21958781688856466,0.40788336933045355,-0.021784441022086008,-0.04632092491550789,0.8934826673811824,43,0.44252618024852686,0.48884710516403457
dl2019,llm,0.7474082073434125,trunc_vs_ad_probe,False,0.8596597590655555,0.3009758602978942,0.23971010529194586,0.21025917926565874,-0.012783108498831759,-0.059405476411346796,1.2510565925822645,43,0.32429326184583346,0.38369873825718026
dl2019,llm,0.7474082073434125,trunc_vs_rr_thresh,True,0.5824650739586503,0.2948779320248923,0.21782762691853602,0.4511879049676026,-0.07414246562945033,-0.16455384331820122,1.0065676152869858,43,0.32429326184583346,0.48884710516403457
dl2019,llm,0.7474082073434125,ad_probe_vs_rr_thresh,True,0.43470155038278385,0.27334976718707205,0.2390800499197718,0.39427645788336935,-0.06135935713061855,-0.10514836690685442,0.92745193849924,43,0.38369873825718026,0.48884710516403457
dl2020,llm,0.7678728262778851,glob_probe_vs_trunc,False,0.7331904904200698,0.25742904841402336,0.20404002965159376,0.526084665378535,-0.201878485094279,0.1564144560103476,1.2384946881677317,54,0.38842998234324416,0.2320155263328965
dl2020,llm,0.7678728262778851,glob_probe_vs_ad_probe,False,0.5467091705929624,0.23809523809523808,0.23044897040621132,0.21948006323555244,-0.1304132168449667,0.06939191183513324,1.0223065423522193,54,0.38842998234324416,0.3190380705081109
dl2020,llm,0.7678728262778851,glob_probe_vs_rr_thresh,True,0.3573720563070055,0.39275408784866944,0.17152534172009193,0.27393290005269627,-0.19110388714907547,-0.04238533771686221,0.9302762734322892,54,0.38842998234324416,0.43081532006010625
dl2020,llm,0.7678728262778851,trunc_vs_ad_probe,False,0.8432482193372742,0.2727272727272727,0.21200577958754763,0.3313718601791674,0.0714652682493123,-0.08702254417521438,1.3875521834180384,54,0.2320155263328965,0.3190380705081109
dl2020,llm,0.7678728262778851,trunc_vs_rr_thresh,True,0.6532143482672922,0.22402001668056715,0.24114264514932296,0.5265238011593185,0.010774597945203553,-0.1987997937272098,1.168265753912271,54,0.2320155263328965,0.43081532006010625
dl2020,llm,0.7678728262778851,ad_probe_vs_rr_thresh,True,0.4344591348287602,0.2799237005245589,0.2042547274749722,0.3683470929211312,-0.060690670304108754,-0.11177724955199547,0.9409388099205926,54,0.3190380705081109,0.43081532006010625
