collection,judge,pair,T,n_queries,judge_acc,rho,true_gap,se_human,se_ppi,ess_gain,theory_gain,lam_mean
dl1920,rr,glob_probe_vs_trunc,10,97,0.6784849365494526,-0.13021292409973156,0.0347807245938687,0.018839581937719417,0.02104473840434003,0.8014112954989863,1.0172478498933164,0.17204639462831967
dl1920,rr,glob_probe_vs_trunc,20,97,0.6784849365494526,-0.13021292409973156,0.0347807245938687,0.013982577492613812,0.014969558922067054,0.8724819715297557,1.0172478498933164,0.10424206742207039
dl1920,rr,glob_probe_vs_trunc,30,97,0.6784849365494526,-0.13021292409973156,0.0347807245938687,0.011323386087741768,0.011880550424110268,0.9084049815401406,1.0172478498933164,0.07552147740547392
dl1920,rr,glob_probe_vs_trunc,50,97,0.6784849365494526,-0.13021292409973156,0.0347807245938687,0.008841627724689233,0.009126234509470536,0.9386014083431453,1.0172478498933164,0.04682839995977802
dl1920,rr,glob_probe_vs_ad_probe,10,97,0.6784849365494526,0.03003884244874933,0.007932413336500703,0.01996365814500636,0.023214491405496293,0.7395403971554874,1.0009031469941445,0.30517160931603066
dl1920,rr,glob_probe_vs_ad_probe,20,97,0.6784849365494526,0.03003884244874933,0.007932413336500703,0.014527878283913201,0.016120816510123894,0.8121389051469662,1.0009031469941445,0.22145032738955092
dl1920,rr,glob_probe_vs_ad_probe,30,97,0.6784849365494526,0.03003884244874933,0.007932413336500703,0.011917952019842833,0.012869820276129908,0.8575477288854211,1.0009031469941445,0.1883479470528544
dl1920,rr,glob_probe_vs_ad_probe,50,97,0.6784849365494526,0.03003884244874933,0.007932413336500703,0.009260345786533328,0.00972125329124384,0.9074232228527579,1.0009031469941445,0.1347534389997473
dl1920,rr,trunc_vs_ad_probe,10,97,0.6784849365494526,-0.1459138361183929,-0.026848311257368,0.03037278654898682,0.034523548576416915,0.7739954678717106,1.0217540088574222,0.170665119853355
dl1920,rr,trunc_vs_ad_probe,20,97,0.6784849365494526,-0.1459138361183929,-0.026848311257368,0.02161582225705122,0.022876347434368016,0.8928328350215646,1.0217540088574222,0.09135379347275142
dl1920,rr,trunc_vs_ad_probe,30,97,0.6784849365494526,-0.1459138361183929,-0.026848311257368,0.017768319990666148,0.01857005577259809,0.9155167986871385,1.0217540088574222,0.06614925711957116
dl1920,rr,trunc_vs_ad_probe,50,97,0.6784849365494526,-0.1459138361183929,-0.026848311257368,0.013820186265933709,0.014156088903807642,0.9531060579438088,1.0217540088574222,0.037167771083081017
